OTU	M1	M2	M3	M4	M5	M6	M7	M8
Cystobasidium_pallidum_1	0	0	0	0	0	0	1	4
Erythrobasidium_proteacearum_1	0	0	0	5	0	0	0	0
Trichoderma_ghanense_2	0	0	0	0	0	0	3	0
Trichoderma_amazonicum_2	0	0	0	0	0	0	3	0
Cystobasidium_raffinophilum_1	0	1	0	2	0	0	0	0
Fusicolla_septimanifiniscientiae_1	3	0	0	0	0	0	0	0
Trichoderma_aeroaquaticum_1	0	0	0	0	0	0	0	2
Pseudocosmospora_eutypellae_2	0	0	0	0	0	0	2	0
Tremella_cheejenii_2	0	0	0	0	0	0	0	2
Sporobolomyces_ruberrimus_1	1	0	0	0	0	0	0	1
Wynnea_macrospora_1	0	0	0	0	0	0	0	2
Pseudocosmospora_rogersonii_2	0	0	0	0	0	0	1	1
Chalciporus_hainanensis_1	1	0	0	0	0	0	0	0
Tremella_encephala_1	0	0	0	0	0	0	1	0
Pseudocosmospora_eutypellae_3	0	0	0	1	0	0	0	0
Pseudocosmospora_eutypellae_4	0	0	0	1	0	0	0	0
Pseudocosmospora_eutypellae_5	0	0	0	0	0	0	0	1
Pseudocosmospora_eutypellae_6	0	0	0	0	0	1	0	0
Papiliotrema_wisconsinensis_1	0	1	0	0	0	0	0	0
Pseudocosmospora_eutypellae_7	0	0	0	0	0	1	0	0
Hypomyces_semicircularis_1	0	1	0	0	0	0	0	0
Pseudocosmospora_eutypellae_8	0	0	0	0	0	0	0	1
Fusicolla_acetilerea_1	0	0	0	1	0	0	0	0
Trichoderma_ghanense_3	0	0	0	0	0	0	0	1
Pseudocosmospora_rogersonii_3	0	0	0	0	0	0	1	0
Candida_albicans_1	7	0	1771	2	2	4	2	20
Starmerella_neotropicalis_1	82	4	605	5	578	7	9	16
Trichomonascus_apis_1	36	16	1	266	0	232	69	14
Trichomonascus_apis_2	27	12	2	1	0	1	149	3
Candida_buinensis_1	2	1	0	7	0	140	0	0
Diutina_catenulata_1	12	46	0	20	1	19	12	6
Debaryomyces_prosopidis_1	18	24	0	2	0	0	66	0
Kazachstania_zonata_1	16	5	0	1	0	70	3	3
Hyphopichia_homilentoma_1	0	6	0	8	0	2	73	0
Kazachstania_exigua_1	0	28	0	17	0	2	31	11
Kazachstania_lodderae_1	0	0	0	0	0	0	62	24
Geotrichum_silvicola_1	0	0	0	0	0	66	3	0
Pichia_kudriavzevii_1	14	35	0	3	0	0	16	0
Saccharomycopsis_fibuligera_1	0	1	0	0	44	0	9	4
Pichia_fermentans_1	4	0	0	45	0	1	0	0
Candida_sp_1	35	4	0	2	0	1	0	0
Geotrichum_candidum_1	5	0	0	0	0	0	0	30
Geotrichum_silvicola_2	0	32	0	0	0	2	0	0
Kazachstania_zonata_2	1	4	0	8	0	12	3	0
Yamadazyma_olivae_1	0	25	0	0	0	0	0	1
Pichia_sp_1	0	0	0	0	0	0	20	0
Kazachstania_zonata_3	0	7	0	10	0	0	0	0
Kodamaea_ohmeri_1	0	0	0	2	0	0	13	1
Candida_auris_1	0	0	0	0	0	0	0	15
Geotrichum_silvicola_3	0	0	0	0	0	15	0	0
Hyphopichia_homilentoma_2	0	0	0	0	0	0	0	15
Dipodascus_albidus_1	0	13	0	1	0	0	0	1
Trichomonascus_apis_3	0	0	0	0	0	0	14	0
Candida_tropicalis_1	0	5	0	0	0	1	6	0
Zygosaccharomyces_bailii_1	0	0	0	10	0	0	1	0
Candida_metapsilosis_1	0	0	0	0	0	0	11	0
Saccharomyces_cerevisiae_1	0	0	0	7	0	1	2	0
Trichomonascus_apis_4	0	0	0	0	0	0	9	0
Pichia_membranifaciens_1	0	0	0	0	0	0	8	0
Candida_auris_2	0	0	0	0	0	7	0	0
Zygosaccharomyces_bailii_2	0	0	0	0	0	0	3	4
Dipodascus_capitatus_1	0	0	0	1	0	0	5	1
Trichomonascus_apis_5	0	0	0	0	0	0	0	7
Dipodascus_capitatus_2	1	0	0	0	0	0	0	6
Geotrichum_candidum_2	1	0	0	0	0	0	2	3
Geotrichum_sp_1	0	1	0	3	0	0	0	2
Candida_auris_3	0	5	0	0	0	0	0	0
Kazachstania_zonata_4	0	5	0	0	0	0	0	0
Kazachstania_zonata_5	0	5	0	0	0	0	0	0
Ogataea_polymorpha_1	0	3	0	0	0	0	2	0
Dipodascus_capitatus_3	0	3	0	0	0	0	2	0
Candida_dendrica_1	0	5	0	0	0	0	0	0
Ogataea_sp_1	0	0	0	0	0	0	2	3
Hyphopichia_homilentoma_3	0	0	0	2	0	0	3	0
Geotrichum_silvicola_4	0	0	0	0	0	0	4	0
Geotrichum_silvicola_5	0	0	0	0	0	4	0	0
Candida_auris_4	0	1	0	0	0	0	2	1
Candida_sake_1	1	0	2	0	1	0	0	0
Geotrichum_candidum_3	0	0	0	0	0	0	0	4
Zygoascus_sp_1	0	3	0	0	0	0	0	1
Candida_auris_5	1	0	0	0	0	0	0	3
Candida_buinensis_2	0	0	0	3	0	0	0	0
Candida_tetrigidarum_1	0	0	0	0	0	1	0	2
Geotrichum_silvicola_6	0	0	0	1	0	1	1	0
Trichomonascus_apis_6	0	0	0	0	0	3	0	0
Candida_dendrica_2	0	0	0	0	0	0	3	0
Candida_metapsilosis_2	0	1	0	2	0	0	0	0
Trichomonascus_apis_7	0	0	0	0	0	0	1	2
Pichia_membranifaciens_2	0	0	0	0	0	0	1	2
Yamadazyma_olivae_2	0	0	0	0	0	0	3	0
Yamadazyma_takamatsuzukensis_1	0	0	0	0	0	0	0	3
Candida_dendrica_3	0	0	0	3	0	0	0	0
Yamadazyma_takamatsuzukensis_2	0	0	0	0	0	2	1	0
Candida_sp_2	0	0	0	0	0	0	2	0
Metschnikowia_noctiluminum_1	0	0	0	0	0	0	2	0
Pichia_membranifaciens_3	0	0	0	0	0	0	2	0
Kazachstania_zonata_6	0	0	0	0	2	0	0	0
Geotrichum_silvicola_7	0	0	0	0	0	2	0	0
Kazachstania_zonata_7	0	2	0	0	0	0	0	0
Metschnikowia_noctiluminum_2	0	0	0	0	0	0	0	2
Zygosaccharomyces_bailii_3	2	0	0	0	0	0	0	0
Metschnikowia_noctiluminum_3	0	0	0	0	0	0	2	0
Metschnikowia_noctiluminum_4	0	0	0	0	0	0	0	2
Kazachstania_zonata_8	0	0	0	0	1	0	0	1
Candida_tetrigidarum_2	0	0	0	2	0	0	0	0
Kazachstania_rosinii_1	0	0	0	0	0	0	2	0
Cyberlindnera_fabianii_1	0	0	0	0	0	0	0	2
Hyphopichia_burtonii_1	0	0	2	0	0	0	0	0
Starmerella_apicola_1	0	0	0	0	0	0	2	0
Hyphopichia_gotoi_1	0	0	0	0	0	0	0	2
Pichia_kudriavzevii_2	2	0	0	0	0	0	0	0
Geotrichum_silvicola_8	0	0	0	2	0	0	0	0
Dipodascus_capitatus_4	0	0	0	0	0	0	2	0
Metschnikowia_noctiluminum_5	0	0	0	2	0	0	0	0
Candida_tetrigidarum_3	0	0	0	0	0	0	2	0
Candida_tetrigidarum_4	0	0	0	0	2	0	0	0
Dipodascus_capitatus_5	1	0	0	0	0	0	0	0
Candida_auris_6	0	0	0	0	0	0	0	1
Hyphopichia_gotoi_2	0	0	0	0	0	0	0	1
Candida_auris_7	0	0	0	0	0	0	1	0
Candida_buinensis_3	0	0	0	0	0	0	1	0
Candida_sp_3	0	0	0	1	0	0	0	0
Yamadazyma_takamatsuzukensis_3	0	0	0	0	0	0	0	1
Metschnikowia_bicuspidata_1	1	0	0	0	0	0	0	0
Candida_sp_4	1	0	0	0	0	0	0	0
Dipodascus_capitatus_6	0	0	0	0	0	0	0	1
Zygosaccharomyces_bailii_4	0	0	0	1	0	0	0	0
Candida_dendrica_4	0	0	0	1	0	0	0	0
Yamadazyma_takamatsuzukensis_4	1	0	0	0	0	0	0	0
Yamadazyma_olivae_3	0	0	0	0	0	0	1	0
Cyberlindnera_sp_1	0	0	0	0	0	0	0	1
Dipodascus_capitatus_7	0	0	0	0	0	1	0	0
Hyphopichia_pseudorhagii_1	1	0	0	0	0	0	0	0
Hyphopichia_burtonii_2	0	1	0	0	0	0	0	0
Metschnikowia_bicuspidata_2	0	0	0	0	0	0	0	1
Saccharomyces_cerevisiae_2	0	0	0	0	0	0	1	0
Dipodascus_capitatus_8	0	0	0	0	0	0	1	0
Candida_neerlandica_1	0	0	0	0	0	0	0	1
Yamadazyma_tenuis_1	0	0	0	1	0	0	0	0
Yamadazyma_takamatsuzukensis_5	0	0	0	1	0	0	0	0
Geotrichum_sp_2	0	0	0	1	0	0	0	0
Geotrichum_silvicola_9	0	0	0	0	0	0	0	1
Geotrichum_silvicola_10	0	0	0	0	0	0	1	0
Geotrichum_silvicola_11	0	0	0	0	0	0	1	0
Candida_dendrica_5	1	0	0	0	0	0	0	0
Pichia_kudriavzevii_3	0	0	0	0	0	0	0	1
Kazachstania_zonata_9	1	0	0	0	0	0	0	0
Yamadazyma_takamatsuzukensis_6	0	0	0	0	0	1	0	0
Dipodascus_capitatus_9	0	0	0	0	0	0	0	1
Yamadazyma_tenuis_2	0	0	0	0	0	0	1	0
Candida_dendrica_6	1	0	0	0	0	0	0	0
Hyphopichia_homilentoma_4	0	1	0	0	0	0	0	0
Candida_neerlandica_2	1	0	0	0	0	0	0	0
Dipodascus_armillariae_1	0	1	0	0	0	0	0	0
Trichomonascus_apis_8	0	0	0	0	0	0	1	0
Yamadazyma_tenuis_3	0	0	0	0	0	0	1	0
Kazachstania_lodderae_2	0	0	0	1	0	0	0	0
Dipodascus_capitatus_10	0	0	0	0	0	0	0	1
Metschnikowia_bicuspidata_3	0	0	0	0	0	0	1	0
Geotrichum_silvicola_12	0	0	0	1	0	0	0	0
Fusarium_equiseti_1	3222	13836	3649	2948	12	1600	10407	969
Pseudoarthrographis_sp_1	367	1424	15	1292	286	7167	3021	251
Fusarium_variasi_1	216	132	54	11056	18	190	150	546
Coniosporium_sp_1	1746	1522	398	1934	5	2416	3892	278
Fusarium_brachygibbosum_1	355	2271	947	3903	311	1126	979	195
Plectosphaerella_cucumerina_1	1459	1522	29	2693	12	2404	970	292
Fusarium_sp_1	871	2124	19	1456	4	1183	3219	270
Curvularia_americana_1	958	723	15	954	8	73	5574	240
Fusarium_oxysporum_1	1121	2396	10	186	4	1173	589	783
Coniosporium_sp_2	426	863	10	863	5	48	1023	91
Fusarium_buharicum_1	73	725	4	106	3	38	2030	92
Coniosporium_sp_3	98	9	1896	4	1	633	21	39
Pseudoarthrographis_sp_2	450	101	3	240	0	27	572	54
Lectera_capsici_1	6	1	1257	41	0	6	3	13
Bipolaris_drechsleri_1	15	124	2	63	0	115	871	29
Colletotrichum_aciculare_1	810	110	1	3	0	10	12	25
Verticillium_dahliae_1	31	24	1	74	278	424	16	26
Pseudocoleophoma_sp_1	76	77	0	99	1	342	186	26
Microdochium_colombiense_1	5	754	2	4	0	8	8	15
Plectosphaerella_melonis_1	29	56	46	11	0	353	202	21
Coniosporium_sp_4	138	321	3	23	0	10	126	7
Fusarium_equiseti_2	115	29	1	45	180	186	24	11
Stemphylium_trifolii_1	2	0	0	0	0	552	17	7
Discosia_yakushimensis_1	12	0	0	4	0	528	2	11
Volutella_ciliata_1	6	7	1	40	0	494	0	7
Pseudocoleophoma_sp_2	3	121	1	15	0	237	100	21
Fusarium_croci_1	2	107	0	113	0	8	259	8
Trichothecium_crotocinigenum_1	3	426	0	2	0	0	1	0
Acrophialophora_levis_1	91	104	1	40	0	3	170	12
Fusarium_chlamydosporum_1	4	1	0	3	0	390	11	3
Exserohilum_khartoumense_1	4	1	0	5	0	6	337	6
Ophiostoma_aggregatum_1	6	4	1	1	262	5	2	12
Fusarium_buharicum_2	44	68	0	0	0	104	46	14
Coniosporium_sp_5	2	194	0	1	0	6	23	3
Toxicocladosporium_chlamydosporum_1	1	0	0	0	0	158	0	2
Phyllosticta_carochlae_1	128	0	0	0	0	19	1	12
Entyloma_carmeli_1	1	1	0	2	0	0	145	3
Toxicocladosporium_chlamydosporum_2	24	33	0	0	0	2	80	6
Ascochyta_medicaginicola_var._macrospora_1	0	0	0	0	0	145	0	0
Ophiostoma_aggregatum_2	3	7	1	108	0	0	17	3
Ophiostoma_aggregatum_3	44	1	0	2	0	0	68	6
Fusarium_equiseti_3	0	0	0	0	0	1	116	0
Epicoccum_brasiliense_1	6	0	0	1	0	97	0	2
Entyloma_carmeli_2	0	9	0	0	0	0	93	0
Ilyonectria_mors-panacis_1	11	33	0	3	0	4	48	3
Entyloma_carmeli_3	11	0	0	0	0	0	0	82
Verticillium_nubilum_1	4	5	0	55	0	2	24	0
Fusarium_equiseti_4	2	1	1	0	0	30	0	48
Entyloma_carmeli_4	33	0	0	0	0	6	1	41
Colletotrichum_fuscum_1	1	16	0	1	0	1	54	6
Exserohilum_khartoumense_2	0	0	1	0	29	1	1	37
Ceratobasidium_sp_1	8	0	0	0	0	2	0	54
Epicoccum_thailandicum_1	47	0	0	0	1	14	0	1
Septoria_glycinicola_1	1	0	0	0	0	60	0	0
Coniosporium_sp_6	1	0	0	56	0	1	0	1
Pseudoarthrographis_sp_3	0	0	0	1	0	54	0	2
Ceratobasidium_sp_2	0	2	0	27	0	0	28	0
Fusarium_variasi_2	0	12	0	13	0	2	27	3
Saccharata_protearum_1	0	0	0	52	0	0	3	2
Strelitziana_malaysiana_1	2	50	0	1	0	2	0	1
Sarocladium_sp_1	1	1	44	0	0	2	1	3
Fusarium_sp_2	6	20	0	6	0	0	17	3
Acrophialophora_levis_2	15	2	0	0	0	0	1	33
Lasiodiplodia_margaritacea_1	38	1	0	3	0	0	6	1
Mycochaetophora_gentianae_1	24	6	0	0	1	0	13	0
Alternaria_indefessa_1	6	19	0	9	0	0	4	5
Alternaria_tillandsiae_1	0	0	0	1	0	0	36	2
Fusarium_equiseti_5	9	0	0	0	0	2	3	24
Phomopsis_limonii_1	0	0	0	37	0	0	0	1
Ustilago_hordei_1	0	0	0	1	0	1	34	1
Calonectria_angustata_1	0	0	0	0	0	31	0	1
Pseudoarthrographis_sp_4	12	0	0	7	0	7	1	4
Exserohilum_khartoumense_3	0	3	12	4	0	0	6	5
Coniothyrium_sp_1	19	2	0	1	0	0	4	3
Phyllosticta_carochlae_2	0	0	0	0	0	2	8	18
Dactylonectria_macrodidyma_1	2	0	0	0	0	1	2	22
Itersonilia_pannonica_1	0	0	0	0	0	0	15	12
Gaeumannomyces_setariicola_1	1	0	0	0	0	0	25	0
Fusarium_algeriense_1	1	8	0	7	0	0	8	2
Ceratobasidium_sp_3	0	0	0	2	0	0	22	0
Alternaria_rosae_1	0	0	0	2	0	0	21	0
Toxicocladosporium_chlamydosporum_3	18	0	0	2	0	0	2	1
Coniosporium_sp_7	0	0	2	0	0	0	21	0
Heterophoma_nobilis_1	0	18	0	0	0	0	5	0
Sarocladium_kiliense_1	2	19	0	0	0	0	0	1
Setophoma_terrestris_1	0	0	0	0	0	0	19	2
Mycochaetophora_gentianae_2	6	3	0	0	0	2	8	2
Coniosporium_sp_8	0	0	0	19	0	1	1	0
Toxicocladosporium_chlamydosporum_4	1	0	0	0	0	8	2	10
Colletotrichum_bidentis_1	0	0	0	0	0	0	7	13
Coniosporium_sp_9	0	2	0	2	0	1	14	1
Helminthosporium_genistae_1	0	0	0	0	0	13	1	5
Monosporascus_eutypoides_1	18	0	0	0	0	0	1	0
Helminthosporium_austriacum_1	0	0	0	0	0	18	0	0
Pseudocercospora_paranaensis_1	0	9	0	2	0	1	5	1
Calonectria_angustata_2	16	1	0	0	0	0	1	0
Fusariella_sp_1	5	3	0	0	0	0	7	3
Coniosporium_sp_10	0	0	0	0	0	0	18	0
Fusarium_mori_1	0	0	17	0	0	0	0	0
Fusarium_brachygibbosum_2	0	0	0	0	0	0	15	2
Monographella_sp_1	2	0	0	0	0	0	15	0
Fusarium_buharicum_3	0	0	0	0	0	0	15	0
Meira_miltonrushii_1	1	5	0	2	0	0	7	0
Fusarium_equiseti_6	0	0	0	15	0	0	0	0
Lectera_sambuci_1	0	14	0	1	0	0	0	0
Colletotrichum_fusiforme_1	1	10	0	0	0	0	3	0
Laetisaria_sp_1	0	14	0	0	0	0	0	0
Sarcopodium_araliae_1	7	0	0	0	0	0	6	0
Apiospora_sp_1	0	0	0	12	0	1	0	0
Didymella_chromolaenae_1	2	0	0	0	0	0	11	0
Ophiostoma_aggregatum_4	1	0	0	0	0	3	4	5
Epicoccum_thailandicum_2	1	2	0	4	0	0	6	0
Rhizoctonia_sp_1	0	9	0	0	0	0	4	0
Erysiphe_platani_1	0	6	0	6	0	0	0	1
Coniosporium_sp_11	0	6	0	3	0	0	0	4
Epicoccum_brasiliense_2	13	0	0	0	0	0	0	0
Stagonospora_heteroderae_1	1	4	0	0	0	0	7	0
Pseudoarthrographis_sp_5	0	0	0	0	0	12	0	0
Paraphoma_ledniceana_1	0	11	0	0	0	0	0	1
Saccharata_protearum_2	11	0	0	0	0	1	0	0
Alternaria_subcucurbitae_1	4	0	0	0	0	1	0	7
Microdochium_sorghi_1	1	0	0	5	0	0	6	0
Colletotrichum_coccodes_1	0	0	0	7	0	0	5	0
Truncatella_angustata_1	0	0	0	0	0	10	0	1
Epicoccum_brasiliense_3	8	0	0	2	0	0	0	1
Ceratobasidium_sp_4	6	1	0	0	0	0	4	0
Pseudoarthrographis_sp_6	0	0	0	0	0	0	9	2
Olpidiaster_brassicae_1	0	0	0	1	0	0	9	0
Parajaminaea_phylloscopi_1	0	6	0	4	0	0	0	0
Ganoderma_nasalaense_1	2	0	0	0	0	0	8	0
Entyloma_carmeli_5	0	0	0	0	0	3	0	7
Fusarium_equiseti_7	0	0	0	0	0	0	2	8
Fusarium_brachygibbosum_3	0	3	0	1	0	1	5	0
Monosporascus_sp_1	0	6	0	4	0	0	0	0
Coniosporium_sp_12	0	0	0	0	0	9	0	0
Ophiostoma_aggregatum_5	2	1	2	1	0	0	1	2
Cylindrocladiella_lageniformis_1	1	2	0	0	0	0	6	0
Exserohilum_khartoumense_4	0	0	0	0	0	0	9	0
Coniosporium_sp_13	0	0	0	0	0	0	9	0
Alternaria_indefessa_2	0	6	0	1	0	0	1	1
Fusarium_equiseti_8	0	0	0	0	0	8	0	0
Entyloma_carmeli_6	0	0	0	0	0	2	2	4
Uromycladium_fusisporum_1	0	0	0	0	0	8	0	0
Coniosporium_sp_14	1	0	0	7	0	0	0	0
Coniosporium_sp_15	0	0	0	0	0	0	8	0
Fusarium_equiseti_9	3	0	0	0	0	4	0	1
Entyloma_carmeli_7	0	0	0	0	0	2	5	1
Fusarium_equiseti_10	0	0	0	0	0	0	0	8
Fusarium_brachygibbosum_4	0	6	0	0	0	0	2	0
Ceratobasidium_sp_5	0	0	0	0	0	0	8	0
Fusarium_equiseti_11	0	0	0	0	0	0	4	4
Zasmidium_velutinum_1	0	5	0	2	0	0	0	1
Plectosphaerella_cucumerina_2	0	0	0	0	0	0	7	0
Fusarium_equiseti_12	0	0	0	0	0	1	3	3
Entyloma_carmeli_8	0	6	0	1	0	0	0	0
Coniosporium_sp_16	0	0	0	0	0	6	0	1
Fusarium_lunatum_1	6	0	0	0	0	0	1	0
Fusarium_variasi_3	1	1	1	4	0	0	0	0
Paraphoma_chlamydocopiosa_1	3	0	0	2	0	0	1	1
Fusarium_buharicum_4	0	0	0	0	0	4	0	3
Elsinoe_leucospermi_1	0	5	0	1	0	0	0	0
Pseudocercospora_paranaensis_2	0	1	5	0	0	0	0	0
Calophoma_rosae_1	0	0	0	0	0	0	4	2
Periconia_didymospora_1	0	0	0	0	0	0	5	1
Pseudocoleophoma_sp_3	0	0	0	0	0	6	0	0
Chaetosphaeronema_sp_1	0	0	0	0	0	1	5	0
Toxicocladosporium_chlamydosporum_5	0	0	0	0	0	0	1	5
Trichothecium_roseum_1	0	1	0	3	0	0	2	0
Pyrenophora_avenicola_1	2	2	0	0	0	0	2	0
Coniosporium_sp_17	0	0	0	0	0	5	0	1
Coniosporium_sp_18	0	6	0	0	0	0	0	0
Neonectria_magnoliae_1	0	6	0	0	0	0	0	0
Coniosporium_sp_19	0	3	0	1	0	0	2	0
Fusarium_buharicum_5	0	0	0	0	0	1	4	1
Ganoderma_nasalaense_2	0	0	0	0	0	6	0	0
Ramularia_collo-cygni_1	0	0	0	5	0	1	0	0
Helminthosporium_velutinum_1	1	0	0	0	0	0	5	0
Entyloma_carmeli_9	0	6	0	0	0	0	0	0
Neonectria_candida_1	0	4	0	2	0	0	0	0
Epicoccum_brasiliense_4	0	0	0	0	1	0	5	0
Coniosporium_sp_20	1	0	0	1	0	0	4	0
Fusarium_buharicum_6	0	0	0	4	0	0	2	0
Neoascochyta_exitialis_1	2	0	0	0	0	0	0	4
Acrophialophora_levis_3	0	0	0	0	0	0	6	0
Toxicocladosporium_chlamydosporum_6	0	6	0	0	0	0	0	0
Coniothyrium_sidae_1	0	2	0	0	0	0	3	0
Fusarium_acutisporum_1	0	0	0	0	0	0	1	4
Fusarium_equiseti_13	0	0	0	3	0	0	1	1
Fusarium_variasi_4	0	0	0	0	0	0	5	0
Coniosporium_sp_21	0	0	0	0	0	3	0	2
Coniosporium_sp_22	0	0	0	2	0	1	2	0
Pseudoarthrographis_sp_7	0	2	0	2	0	0	1	0
Fusarium_equiseti_14	0	1	0	0	0	0	3	1
Pseudoarthrographis_sp_8	0	1	0	0	0	0	2	2
Helminthosporium_austriacum_2	0	0	0	0	0	0	2	3
Ceratobasidium_sp_6	0	0	0	4	0	0	0	1
Coniosporium_sp_23	0	0	0	0	0	0	1	4
Ilyonectria_liriodendri_1	0	0	0	0	0	0	0	5
Curvularia_sp_1	0	5	0	0	0	0	0	0
Fusarium_oxysporum_2	1	3	0	0	0	0	1	0
Toxicocladosporium_chlamydosporum_7	0	5	0	0	0	0	0	0
Fusarium_brachygibbosum_5	0	0	0	1	0	1	2	1
Typhula_micans_1	0	0	0	0	0	0	0	5
Fusarium_equiseti_15	0	0	0	0	0	0	4	0
Entyloma_carmeli_10	0	4	0	0	0	0	0	0
Helminthosporium_velutinum_2	0	2	0	0	0	0	2	0
Ceratobasidium_sp_7	0	0	0	0	0	0	4	0
Pseudoarthrographis_sp_9	0	0	0	0	0	0	4	0
Pseudoarthrographis_sp_10	0	0	0	4	0	0	0	0
Sporothrix_sclerotialis_1	0	0	0	0	0	0	4	0
Fusarium_equiseti_16	0	0	0	3	0	0	0	1
Neoascochyta_desmazieri_1	0	4	0	0	0	0	0	0
Epicoccum_brasiliense_5	2	0	0	0	0	0	2	0
Lectera_longa_1	0	1	0	0	0	0	3	0
Sarocladium_strictum_1	0	0	0	0	0	2	2	0
Alternaria_molesta_1	0	0	0	0	0	0	2	2
Chaetosphaeronema_sp_2	0	0	0	0	3	0	0	1
Entyloma_carmeli_11	0	0	0	0	0	0	0	4
Typhula_micans_2	0	2	0	1	0	0	0	1
Fusarium_buharicum_7	0	0	0	4	0	0	0	0
Arthrinium_sp_1	0	0	0	0	0	0	4	0
Coniosporium_sp_24	0	0	0	0	0	0	4	0
Ramularia_lamii_1	4	0	0	0	0	0	0	0
Bipolaris_drechsleri_2	0	0	0	0	0	0	2	2
Exobasidium_ferrugineae_1	0	0	0	0	0	0	4	0
Veronaea_japonica_1	0	0	0	3	0	0	1	0
Gaeumannomyces_hyphopodioides_1	0	0	0	0	0	0	4	0
Fusarium_buharicum_8	0	0	0	1	0	0	3	0
Coniosporium_sp_25	0	0	0	1	0	1	0	2
Cytospora_acaciae_1	0	2	1	1	0	0	0	0
Sarocladium_dejongiae_1	0	0	0	0	0	0	4	0
Fusarium_equiseti_17	0	0	0	0	0	4	0	0
Didymella_exigua_1	0	0	0	0	0	0	4	0
Erysiphe_platani_2	0	0	0	3	0	0	0	0
Coniosporium_sp_26	0	0	0	3	0	0	0	0
Epicoccum_thailandicum_3	0	0	0	0	0	0	3	0
Acrophialophora_levis_4	0	2	0	0	0	1	0	0
Pseudoarthrographis_sp_11	0	0	0	0	0	0	3	0
Fusarium_equiseti_18	0	0	0	0	0	0	3	0
Fusarium_equiseti_19	0	0	0	0	0	3	0	0
Exserohilum_khartoumense_5	0	0	0	1	0	0	2	0
Fusarium_equiseti_20	1	0	0	0	0	0	2	0
Didymella_subrosea_1	0	0	0	0	0	0	1	2
Neoascochyta_triticicola_1	0	0	0	0	0	0	2	1
Fusarium_buharicum_9	0	0	0	0	0	0	3	0
Discosia_yakushimensis_2	0	0	0	0	0	0	3	0
Coniosporium_sp_27	0	0	0	3	0	0	0	0
Rhizoctonia_solani_1	3	0	0	0	0	0	0	0
Saccharata_protearum_3	0	0	2	0	1	0	0	0
Fusarium_brachygibbosum_6	0	0	0	0	0	0	0	3
Campylocarpon_pseudofasciculare_1	0	1	0	0	0	0	2	0
Coniosporium_sp_28	0	0	0	0	0	0	3	0
Antherospora_vindobonensis_1	0	0	0	0	0	0	0	3
Entyloma_carmeli_12	0	2	0	0	0	1	0	0
Fusarium_equiseti_21	0	0	0	0	0	0	0	3
Fusarium_equiseti_22	0	0	0	0	0	0	3	0
Fusarium_buharicum_10	2	0	0	0	0	0	0	1
Paraphoma_salicis_1	0	0	0	0	0	0	0	3
Ophiostoma_aggregatum_6	0	0	0	0	0	0	3	0
Fusarium_variasi_5	2	0	0	0	0	0	0	1
Volutella_consors_1	0	0	0	0	0	2	0	1
Coniosporium_sp_29	0	0	0	0	0	0	3	0
Coniella_sp_1	0	0	0	0	0	0	3	0
Fusarium_equiseti_23	3	0	0	0	0	0	0	0
Exobasidium_maculosum_1	0	0	0	0	0	1	2	0
Helminthosporium_genistae_2	0	0	0	3	0	0	0	0
Botryosphaeria_sp_1	0	0	0	0	0	0	1	2
Alternaria_subcucurbitae_2	0	3	0	0	0	0	0	0
Acrophialophora_levis_5	0	0	0	0	0	0	1	2
Coniosporium_sp_30	0	0	0	0	0	1	0	2
Discosia_yakushimensis_3	0	0	0	0	0	0	3	0
Monosporascus_semiaridus_1	1	1	0	0	0	0	1	0
Podosphaera_clandestina_1	0	0	0	0	0	0	0	3
Fusarium_croci_2	0	0	0	0	0	0	3	0
Acrophialophora_levis_6	0	0	0	0	0	0	0	3
Laetiporus_caribensis_1	0	0	0	0	0	0	3	0
Ophiostoma_aggregatum_7	1	0	0	2	0	0	0	0
Fusarium_equiseti_24	0	0	0	0	0	0	3	0
Coniosporium_sp_31	2	1	0	0	0	0	0	0
Fusarium_buharicum_11	0	0	0	0	0	0	1	2
Thyrostroma_celtidis_1	0	2	0	0	0	0	0	0
Paraphoma_pye_1	2	0	0	0	0	0	0	0
Fusarium_buharicum_12	0	0	0	0	0	0	1	1
Gibellulopsis_fusca_1	0	2	0	0	0	0	0	0
Ilyonectria_vredehoekensis_1	0	2	0	0	0	0	0	0
Curvularia_americana_2	0	0	0	0	0	0	2	0
Microdochium_trichocladiopsis_1	0	0	0	2	0	0	0	0
Alternaria_japonica_1	0	0	0	0	0	2	0	0
Epicoccum_plurivorum_1	0	2	0	0	0	0	0	0
Fusarium_croci_3	0	0	0	0	2	0	0	0
Entyloma_carmeli_13	0	0	0	0	0	0	1	1
Coniosporium_sp_32	0	0	0	0	0	2	0	0
Exserohilum_khartoumense_6	0	0	0	0	0	0	1	1
Fusarium_equiseti_25	1	1	0	0	0	0	0	0
Fusarium_oxysporum_3	0	0	0	2	0	0	0	0
Volutella_ciliata_2	0	0	0	0	0	0	0	2
Apseudocercosporella_trigonotidis_1	0	0	0	0	0	0	2	0
Rhizoctonia_sp_2	0	0	0	0	0	0	2	0
Microdochium_nivale_1	0	0	0	1	0	0	1	0
Helminthosporium_genistae_3	0	0	0	0	0	0	2	0
Fusarium_brachygibbosum_7	0	0	0	2	0	0	0	0
Fusarium_buharicum_13	0	1	0	0	0	0	1	0
Fusarium_sp_3	0	2	0	0	0	0	0	0
Fusarium_equiseti_26	0	0	0	2	0	0	0	0
